,Time Stamp,energy,harmonic,ugap,dcmPitch,dcmRoll,hfmPitch,IC1
0,2023-09-12 23:21:33.814901,6.00000,3,6643.6410000000005,1.09074,0.15752999999999998,1.0558404,134673.0
1,2023-09-12 23:26:32.765564,6.20000,3,6813.894,1.09105,0.16163000000000002,1.0515322,187418.0
2,2023-09-12 23:31:32.411458,6.40000,3,6984.976000000001,1.09105,0.16408999999999999,1.0493781,238064.0
3,2023-09-12 23:36:29.741439,6.60000,3,7157.563,1.09322,0.16245,1.0462297999999999,293307.0
4,2023-09-12 23:41:29.216592,6.80000,3,7331.783,1.09322,0.16408999999999999,1.0447385,333814.0
5,2023-09-12 23:46:24.809544,7.00000,3,7507.982,1.0935300000000001,0.1686,1.0424187,349923.0
6,2023-09-12 23:51:21.125762,7.20000,3,7686.4800000000005,1.0938400000000001,0.16942,1.0410930999999999,388173.0
7,2023-09-12 23:56:20.793883,7.40000,3,7867.754,1.09415,0.17146999999999998,1.0387733,398362.0
8,2023-09-13 00:01:18.767493,7.60000,3,8051.947,1.09415,0.17229000000000003,1.0391047,379445.0
9,2023-09-13 00:06:16.811561,7.80000,3,8239.574,1.09415,0.17229000000000003,1.035625,356448.0
10,2023-09-13 00:11:15.792532,8.00000,3,8432.765,1.10283,0.16737,1.0342993999999999,27.0
11,2023-09-13 02:08:19.760489,8.20000,3,8626.077,1.10469,0.17393,1.0394360999999999,486323.0
12,2023-09-13 02:13:17.803511,8.40000,3,8825.673,1.10686,0.17434000000000002,1.0409274,475449.0
13,2023-09-13 02:22:32.833422,8.60000,3,9029.971,1.1084100000000001,0.17762000000000003,1.0057989999999999,469441.0
14,2023-09-13 02:27:40.328482,8.80000,5,6030.325,1.1084100000000001,0.17803,1.0071246,604521.0
15,2023-09-13 02:32:36.800537,9.00000,5,6131.962,1.1084100000000001,0.18008,1.0049705,564807.0
16,2023-09-13 02:37:34.172518,9.20000,5,6233.4710000000005,1.1084100000000001,0.18049,1.0036448999999998,506639.0
17,2023-09-13 02:42:30.776737,9.40000,5,6336.89,1.1081,0.18089999999999998,1.0038106,445370.0
18,2023-09-13 02:47:25.761572,9.60000,5,6438.3820000000005,1.1084100000000001,0.18089999999999998,1.0014908,399599.0
19,2023-09-13 02:52:21.821410,9.80000,5,6539.987,1.1081,0.18089999999999998,1.0001651999999999,346667.0
20,2023-09-13 02:57:18.184043,10.00000,5,6641.679,1.1081,0.17844000000000002,1.0004966,287398.0
21,2023-09-13 03:02:14.150319,10.20000,5,6743.676,1.1081,0.18049,0.9991709999999999,241042.0
22,2023-09-13 03:07:09.370487,10.40000,5,6845.968,1.10779,0.18089999999999998,0.9978453999999999,188969.0
23,2023-09-13 03:12:02.185778,10.60000,5,6948.683,1.10779,0.17844000000000002,0.9981768,156882.0
24,2023-09-13 03:16:57.807527,10.80000,5,7051.878,1.10748,0.17844000000000002,0.9968511999999999,126204.0
25,2023-09-13 03:21:52.993550,11.00000,5,7155.576,1.10748,0.17844000000000002,0.9955255999999999,110215.0
26,2023-09-13 03:26:49.207047,11.20000,5,7259.878,1.10717,0.17803,0.9956913,87331.0
27,2023-09-13 03:31:45.823400,11.40000,5,7364.78,1.10717,0.17598,0.9943656999999999,72362.0
28,2023-09-13 03:38:18.147830,11.60000,5,7470.612,1.10717,0.17803,0.9930401,59062.0
29,2023-09-13 03:44:48.405455,11.80000,5,7577.146,1.10686,0.15302000000000002,0.9933715,50165.0
30,2023-09-13 03:52:22.449556,12.00000,5,7684.514,1.10686,0.17475,0.9917144999999999,41422.0
31,2023-09-13 03:59:55.194574,12.20000,5,7792.973,1.10903,0.17475,0.9920458999999999,40660.0
32,2023-09-13 04:07:33.722496,12.40000,7,6059.402,1.11027,0.17475,0.9932057999999999,50032.0
33,2023-09-13 04:15:06.195451,12.60000,7,6131.965,1.11244,0.17434000000000002,0.9945314,51738.0
34,2023-09-13 04:22:39.972654,12.80000,7,6204.485000000001,1.11337,0.17434000000000002,0.9955255999999999,48142.0
35,2023-09-13 04:30:08.951982,13.00000,7,6276.993,1.1149200000000001,0.17311,0.9965198,49072.0
36,2023-09-13 04:37:41.183447,13.20000,7,6349.3820000000005,1.1189500000000001,0.16983,0.9981768,65114.0
37,2023-09-13 04:44:12.341591,13.40000,7,6421.872,1.12267,0.17146999999999998,1.0008279999999998,95741.0
38,2023-09-13 04:50:38.694466,13.60000,7,6494.392,1.1232900000000001,0.14769000000000002,1.0033135,90737.0
39,2023-09-13 04:57:06.092757,13.80000,7,6567.019,1.12515,0.15712,1.0043077,99847.0
40,2023-09-13 05:02:00.177572,14.00000,7,6641.686,1.1267,0.16368000000000002,1.0067932,102054.0
41,2023-09-13 05:08:30.147477,14.20000,7,6685.912,1.12887,0.16737,1.0067932,15932.0
