,Time Stamp,energy,harmonic,ugap,dcmPitch,dcmRoll,hfmPitch,IC1
0,2023-06-14 22:50:03.571526,6.00000,3,6650.808,0.91466,0.17229000000000005,1.2261799999999998,233619.0
1,2023-06-14 23:05:24.043380,6.20000,3,6823.291,0.91838,0.17147000000000007,1.2246887,303223.0
2,2023-06-14 23:20:45.805616,6.40000,3,6994.775000000001,0.9217900000000001,0.18131000000000005,1.2253515,378410.0
3,2023-06-14 23:36:08.930252,6.60000,3,7167.777,0.92737,0.17844000000000004,1.2268428,439516.0
4,2023-06-14 23:45:44.441393,6.80000,3,7342.577,0.9298500000000001,0.17803000000000005,1.2270085,514138.0
5,2023-06-14 23:49:40.199531,7.00000,3,7519.582,0.93171,0.17803000000000005,1.2217061,545090.0
6,2023-06-14 23:59:19.055431,7.20000,3,7697.198,0.9320200000000001,0.17803000000000005,1.2236945,595206.0
7,2023-06-15 00:08:55.041712,7.40000,3,7879.7660000000005,0.9348100000000001,0.17803000000000005,1.2255171999999999,627734.0
8,2023-06-15 00:18:34.143594,7.60000,3,8065.759,0.93543,0.17803000000000005,1.224523,616179.0
9,2023-06-15 00:28:12.166295,7.80000,3,8251.460000000001,0.9410100000000001,0.17639000000000005,1.2286655,654898.0
10,2023-06-15 00:32:07.614343,8.00000,3,8445.484,0.94163,0.17639000000000005,1.2243572999999999,591361.0
11,2023-06-15 00:41:45.471316,8.20000,3,8641.854,0.94225,0.18459000000000006,1.2251858,596434.0
12,2023-06-15 00:51:25.081268,8.40000,3,8843.385,0.9453500000000001,0.18377000000000004,1.2260143,553973.0
13,2023-06-15 01:11:01.385509,8.60000,3,9048.204,0.94225,0.18377000000000004,1.1897259999999998,441260.0
14,2023-06-15 01:20:47.050350,8.80000,5,6041.416,0.94566,0.18336000000000005,1.1908858999999998,609804.0
15,2023-06-15 01:30:24.838315,9.00000,5,6141.572,0.94566,0.18336000000000005,1.1892288999999998,586512.0
16,2023-06-15 01:39:59.357142,9.20000,5,6243.478,0.9490700000000001,0.18131000000000005,1.1912173,607335.0
17,2023-06-15 01:43:53.859320,9.40000,5,6347.1810000000005,0.9493800000000001,0.18131000000000005,1.1877376,579722.0
18,2023-06-15 01:53:23.821287,9.60000,5,6446.974,0.9552700000000001,0.18008000000000005,1.1958569,598964.0
19,2023-06-15 02:02:59.093419,9.80000,5,6550.77,0.9555800000000001,0.18049000000000007,1.1935371,574731.0
20,2023-06-15 02:12:36.521438,10.00000,5,6652.777,0.9558900000000001,0.19033000000000005,1.1943656,542632.0
21,2023-06-15 02:22:12.100820,10.20000,5,6754.964,0.9561999999999999,0.19033000000000005,1.1923772,507689.0
22,2023-06-15 02:37:23.482891,10.40000,5,6857.473,0.9558900000000001,0.18992000000000003,1.1920457999999998,459533.0
23,2023-06-15 02:52:38.528369,10.60000,5,6960.376,0.9561999999999999,0.18951000000000007,1.1915487,422029.0
24,2023-06-15 03:07:59.081720,10.80000,5,7063.777,0.9558900000000001,0.18951000000000007,1.1892288999999998,374028.0
25,2023-06-15 03:23:15.718574,11.00000,5,7167.775000000001,0.9617800000000001,0.17721000000000006,1.194697,367450.0
26,2023-06-15 03:38:30.043219,11.20000,5,7272.381,0.9620900000000001,0.17721000000000006,1.1940342,333742.0
27,2023-06-15 03:53:46.858240,11.40000,5,7375.77,0.9620900000000001,0.18746000000000007,1.1941998999999999,299484.0
28,2023-06-15 04:09:00.968378,11.60000,5,7481.964,0.9624000000000001,0.18459000000000006,1.1928743,261413.0
29,2023-06-15 04:24:17.069373,11.80000,5,7589.062,0.96116,0.18418000000000007,1.1933714,232087.0
30,2023-06-15 04:39:32.398308,12.00000,5,7697.246,0.9620900000000001,0.18254000000000006,1.1918800999999999,208618.0
31,2023-06-15 04:54:45.193447,12.20000,5,7806.275000000001,0.9624000000000001,0.18090000000000006,1.1922115,182308.0
32,2023-06-15 05:10:04.977013,12.40000,7,6068.637,0.9655,0.17762000000000006,1.1960225999999998,215820.0
33,2023-06-15 05:25:19.531937,12.60000,7,6141.563,0.9655,0.17885000000000006,1.1941998999999999,197837.0
34,2023-06-15 05:40:36.173391,12.80000,7,6214.3640000000005,0.9655,0.17762000000000006,1.194697,180013.0
35,2023-06-15 05:55:47.524279,13.00000,7,6287.075,0.96519,0.17885000000000006,1.1940342,162541.0
36,2023-06-15 06:11:01.657697,13.20000,7,6359.784000000001,0.96519,0.17639000000000005,1.1915487,146255.0
37,2023-06-15 06:26:16.549501,13.40000,7,6432.463,0.96519,0.17639000000000005,1.1917144,128759.0
38,2023-06-15 06:41:32.035314,13.60000,7,6505.173,0.9655,0.17721000000000006,1.1935371,115796.0
39,2023-06-15 06:56:41.678248,13.80000,7,6577.866,0.9682900000000001,0.16737000000000005,1.1941998999999999,106636.0
40,2023-06-15 07:11:56.224303,14.00000,7,6650.776,0.9682900000000001,0.16696000000000005,1.1935371,94205.0
41,2023-06-15 07:27:13.186303,14.20000,7,6723.667,0.9682900000000001,0.16737000000000005,1.1940342,83232.0
